blockTradeId,closedSize,createType,execFee,execFeeV2,execId,execPrice,execQty,execTime,execType,execValue,extraFees,feeCurrency,feeRate,indexPrice,isMaker,leavesQty,markIv,markPrice,marketUnit,orderId,orderLinkId,orderPrice,orderQty,orderType,seq,side,stopOrderType,symbol,tradeIv,underlyingPrice
,0,,0.00094858,-0.00094858,3c43481f-7ebc-415b-883a-d9f702d05d1f,2.206,17.2,1764252000000,Funding,37.9432,,USDT,0.000025,,False,0,,2.206,,f87565b5-8b28-4166-8f16-8fb46e8034b1,,0,0,UNKNOWN,226415014159,Buy,UNKNOWN,GASUSDT,,
,0,,-0.00183664,0.00183664,160b2b16-8444-493e-99fb-6622473778e3,0.09323,394,1764244800000,Funding,36.73262,,USDT,-0.00005,,False,0,,0.09323,,85a0a55c-7702-494a-ad77-7aa43fb9ae92,,0,0,UNKNOWN,337485688701,Sell,UNKNOWN,POWRUSDT,,
,0,,0.00095546,-0.00095546,61fad5b6-71ac-4f91-8094-784474410c00,2.222,17.2,1764244800000,Funding,38.2184,,USDT,0.000025,,False,0,,2.222,,1ed74803-c948-419e-b5ba-6e423d3fc468,,0,0,UNKNOWN,226408484518,Buy,UNKNOWN,GASUSDT,,
,0,,0.00095202,-0.00095202,f7488ae7-35f4-417b-a548-b974c72fc10b,2.214,17.2,1764237600000,Funding,38.0808,,USDT,0.000025,,False,0,,2.214,,98978417-83a6-4e23-ad5b-1d16abd3acc8,,0,0,UNKNOWN,226403078217,Buy,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.0128316,-0.0128316,f454a7a9-c538-50e9-81e9-cee8891a6d7f,0.09305,394,1764237380829,Trade,36.6617,,USDT,0.00035,,False,0,,0.09319,,601f50a7-21c5-4ffa-8fd6-fea94ca4694d,,0.07922,394,Market,337467875883,Sell,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.01332828,-0.01332828,ef8d9f8f-9932-5711-bf82-fe5d2b414ae8,2.214,17.2,1764237380655,Trade,38.0808,,USDT,0.00035,,False,0,,2.214,,3d943220-fee3-41bc-819a-d6e7b0ee4d9d,,2.546,17.2,Market,226402948400,Buy,UNKNOWN,GASUSDT,,
,11,CreateByUser,0.00035447,-0.00035447,92d4ed37-a185-5f6d-a751-e4d08c9886a1,0.09207,11,1764224148156,Trade,1.01277,,USDT,0.00035,,False,0,,0.09198,,7e900a7d-6538-4a21-9d5b-b01b62d143a5,,0.10577,396,Market,337440623723,Buy,UNKNOWN,POWRUSDT,,
,385,CreateByUser,0.01240509,-0.01240509,869c044f-1199-55b0-aad8-6ccb68d6221d,0.09206,385,1764224148156,Trade,35.4431,,USDT,0.00035,,False,11,,0.09198,,7e900a7d-6538-4a21-9d5b-b01b62d143a5,,0.10577,396,Market,337440623723,Buy,UNKNOWN,POWRUSDT,,
,17.9,CreateByUser,0.01378927,-0.01378927,ea2b1d82-96b2-58ba-81b9-1ab4b6e6c293,2.201,17.9,1764224147982,Trade,39.3979,,USDT,0.00035,,False,0,,2.201,,5851b682-3b61-4437-8e11-a508d638f91f,,1.871,17.9,Market,226392656092,Sell,UNKNOWN,GASUSDT,,
,0,,0.00098316,-0.00098316,20e1c241-547d-43ba-9aa5-836ed8e4d249,2.197,17.9,1764223200000,Funding,39.3263,,USDT,0.000025,,False,0,,2.197,,243ec44f-a3cc-41ca-b9ab-7bec649c91b0,,0,0,UNKNOWN,226392016713,Buy,UNKNOWN,GASUSDT,,
,2.07,CreateByUser,0.00553301,-0.00553301,02884be9-f672-5d48-833c-5173d309cd72,7.637,2.07,1764220235150,Trade,15.80859,,USDT,0.00035,,False,0,,7.627,,72521515-2ded-420a-8596-9cc4bebe6b41,,8.771,4.85,Market,240366747388,Buy,UNKNOWN,METISUSDT,,
,1.39,CreateByUser,0.00371541,-0.00371541,58d0df46-498a-5104-9b36-5081fa7d8020,7.637,1.39,1764220235150,Trade,10.61543,,USDT,0.00035,,False,2.07,,7.627,,72521515-2ded-420a-8596-9cc4bebe6b41,,8.771,4.85,Market,240366747388,Buy,UNKNOWN,METISUSDT,,
,1.39,CreateByUser,0.00371492,-0.00371492,23251a8a-1f31-5cc4-bcd7-1717da66d3f2,7.636,1.39,1764220235150,Trade,10.61404,,USDT,0.00035,,False,3.46,,7.627,,72521515-2ded-420a-8596-9cc4bebe6b41,,8.771,4.85,Market,240366747388,Buy,UNKNOWN,METISUSDT,,
,36.6,CreateByUser,0.0147315,-0.0147315,a9edec8f-d9d2-5f2d-9f99-6f61be9ed7df,1.15,36.6,1764220234970,Trade,42.09,,USDT,0.00035,,False,0,,1.151,,c9f4f1c6-b667-4785-ab68-99a22cd94655,,1.036,36.6,Market,244962440819,Sell,UNKNOWN,AXSUSDT,,
,0,CreateByUser,0.01286486,-0.01286486,ac05c87d-4344-5074-9a83-06e1ee2871b8,0.09282,396,1764217023697,Trade,36.75672,,USDT,0.00035,,False,0,,0.09277,,dab8596a-a705-4925-aaac-54cec4882dbc,,0.07886,396,Market,337426910734,Sell,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.01377047,-0.01377047,f3d1db81-80e5-545a-8b0d-371c6c06f9a6,2.198,17.9,1764217023519,Trade,39.3442,,USDT,0.00035,,False,0,,2.198,,f1b19b6a-9090-4eaf-9e2c-df9feec71c97,,2.527,17.9,Market,226387545575,Buy,UNKNOWN,GASUSDT,,
,0,,-0.00185076,0.00185076,ad9e8449-70d5-452e-8fc5-452962bc7f0d,7.632,4.85,1764216000000,Funding,37.0152,,USDT,-0.00005,,False,0,,7.632,,6df0fb93-4068-49e4-851d-e703d3af459d,,0,0,UNKNOWN,240362921684,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.01475712,-0.01475712,4d0264b6-f07c-580f-afa8-4d6efc6eec38,1.152,36.6,1764201924831,Trade,42.1632,,USDT,0.00035,,False,0,,1.152,,5b170989-ba64-4cc7-b3ef-b8ec7c1944c5,,1.267,36.6,Market,244925519583,Buy,UNKNOWN,AXSUSDT,,
,0,CreateByUser,0.01284159,-0.01284159,c7847f53-5b1d-5973-91bd-17a876f0763c,7.565,4.85,1764201924649,Trade,36.69025,,USDT,0.00035,,False,0,,7.571,,66a74d58-f53f-4bf9-91a9-ac3e68386dc2,,6.436,4.85,Market,240344932504,Sell,UNKNOWN,METISUSDT,,
,1507,CreateByUser,0.01002683,-0.01002683,ef408878-d7d5-5cd6-a6ff-f8cbe91341ec,0.01901,1507,1764187859865,Trade,28.64807,,USDT,0.00035,,False,0,,0.01901,,513e8663-e84b-45e6-8632-7686209c8168,,0.01711,1570,Market,266902521445,Sell,UNKNOWN,GMTUSDT,,
,63,CreateByUser,0.00041918,-0.00041918,9e46d30b-4337-51d4-8b22-ca6c2dd84ddf,0.01901,63,1764187859865,Trade,1.19763,,USDT,0.00035,,False,1507,,0.01901,,513e8663-e84b-45e6-8632-7686209c8168,,0.01711,1570,Market,266902521445,Sell,UNKNOWN,GMTUSDT,,
,146.7,CreateByUser,0.0130519,-0.0130519,6c2f13c6-94ac-54a4-b6f9-1acc6138e08b,0.2542,146.7,1764187859689,Trade,37.29114,,USDT,0.00035,,False,0,,0.254,,f378a2e7-e777-455f-bcf9-e9d57509f7e2,,0.3048,146.7,Market,221703517507,Buy,UNKNOWN,CTKUSDT,,
,0,,-0.0018675,0.0018675,3e190a5a-8ac1-4bfd-8a2a-aab385cd9b32,0.2546,146.7,1764187200000,Funding,37.34982,,USDT,-0.00005,,False,0,,0.2545,,3d3e5f94-bd2f-4ec8-9bc8-3b25bb3c3b83,,0,0,UNKNOWN,221701926728,Sell,UNKNOWN,CTKUSDT,,
,1.97,CreateByUser,0.00519401,-0.00519401,4a1020c8-cde0-5ba6-b316-a86fb977262a,7.533,1.97,1764182074199,Trade,14.84001,,USDT,0.00035,,False,0,,7.528,,d9e511fd-7120-49e7-a983-7ab529fa56b5,,8.657,4.85,Market,240318890072,Buy,UNKNOWN,METISUSDT,,
,2.88,CreateByUser,0.00759226,-0.00759226,58d46692-0a1a-538b-9bfc-460732912dc1,7.532,2.88,1764182074199,Trade,21.69216,,USDT,0.00035,,False,1.97,,7.528,,d9e511fd-7120-49e7-a983-7ab529fa56b5,,8.657,4.85,Market,240318890072,Buy,UNKNOWN,METISUSDT,,
,38.3,CreateByUser,0.01557661,-0.01557661,2e0531fe-98af-5030-a0d0-2e992e1c2767,1.162,38.3,1764182073521,Trade,44.5046,,USDT,0.00035,,False,0,,1.162,,b92e82fd-439e-4cb8-88d4-abf52b3331ba,,1.046,38.3,Market,244881258074,Sell,UNKNOWN,AXSUSDT,,
,0,CreateByUser,0.01537554,-0.01537554,8261f2e2-2d90-5f57-bf68-d311db64e10e,1.147,38.3,1764180366129,Trade,43.9301,,USDT,0.00035,,False,0,,1.147,,fced7d53-05d7-4fcd-ab93-df3b6674a1a8,,1.261,38.3,Market,244874256826,Buy,UNKNOWN,AXSUSDT,,
,0,CreateByUser,0.00516558,-0.00516558,144133de-64f7-548e-9475-5b9d18b13e20,7.53,1.96,1764180365940,Trade,14.7588,,USDT,0.00035,,False,0,,7.541,,e8ac69aa-6ffa-43f3-a249-173741fc996c,,6.41,4.85,Market,240314525496,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.00751118,-0.00751118,94546989-a034-5c73-a3db-a6998e663bc1,7.53,2.85,1764180365940,Trade,21.4605,,USDT,0.00035,,False,1.96,,7.541,,e8ac69aa-6ffa-43f3-a249-173741fc996c,,6.41,4.85,Market,240314525496,Sell,UNKNOWN,METISUSDT,,
,0,CreateByUser,0.00010542,-0.00010542,a5dd4a28-96fd-5e43-83c5-3a4a87b6d3f9,7.53,0.04,1764180365940,Trade,0.3012,,USDT,0.00035,,False,4.81,,7.541,,e8ac69aa-6ffa-43f3-a249-173741fc996c,,6.41,4.85,Market,240314525496,Sell,UNKNOWN,METISUSDT,,
,0,,0.00288566,-0.00288566,c6f30a1e-b9a7-42ce-88a1-5e57f39b84e6,0.01838,1570,1764172800000,Funding,28.8566,,USDT,0.0001,,False,0,,0.01838,,6ef577f9-210a-4fed-ba5d-f469f972b074,,0,0,UNKNOWN,266832727516,Buy,UNKNOWN,GMTUSDT,,
,0,,-0.00181762,0.00181762,dea80554-436b-4455-bd32-b7490af34397,0.2478,146.7,1764172800000,Funding,36.35226,,USDT,-0.00005,,False,0,,0.2478,,61662e57-4bff-4be6-a94c-d8f87bf538f8,,0,0,UNKNOWN,221666798358,Sell,UNKNOWN,CTKUSDT,,
,0,CreateByUser,0.01027016,-0.01027016,88ebf26d-87f8-59db-9c8c-04fd986db6ea,0.01869,1570,1764167132916,Trade,29.3433,,USDT,0.00035,,False,0,,0.01868,,1d78144b-1274-49ae-99b0-a8e8c4243ecd,,0.02054,1570,Market,266791237658,Buy,UNKNOWN,GMTUSDT,,
,0,CreateByUser,0.01282085,-0.01282085,c7d3d034-1f34-5d0d-b9ae-ecb1f568ab58,0.2497,146.7,1764167132737,Trade,36.63099,,USDT,0.00035,,False,0,,0.2498,,d42673fd-9e43-4087-85d5-6208e97ba42c,,0.1999,146.7,Market,221649496446,Sell,UNKNOWN,CTKUSDT,,
,395,CreateByUser,0.01272592,-0.01272592,06947e7e-9551-53c9-93e7-006918f1e83a,0.09205,395,1764117002311,Trade,36.35975,,USDT,0.00035,,False,0,,0.09205,,960bdddc-18d9-403e-b13f-1d94380a9341,,0.07825,395,Market,337220124026,Sell,UNKNOWN,POWRUSDT,,
,0.1,CreateByUser,0.00007725,-0.00007725,35dfbd1b-8fc2-5f20-b3df-e21d6ddc4a42,2.207,0.1,1764117002136,Trade,0.2207,,USDT,0.00035,,False,0,,2.207,,b40b354e-ecdc-4b5f-baef-baf02635a48f,,2.538,16.1,Market,226282945362,Buy,UNKNOWN,GASUSDT,,
,16,CreateByUser,0.0123592,-0.0123592,0d2c3138-2475-588b-8f4a-cef4494970e8,2.207,16,1764117002136,Trade,35.312,,USDT,0.00035,,False,0.1,,2.207,,b40b354e-ecdc-4b5f-baef-baf02635a48f,,2.538,16.1,Market,226282945362,Buy,UNKNOWN,GASUSDT,,
,0,,0.00182392,-0.00182392,af14bf2f-9a1f-4fba-9d1f-566931b258f8,0.09235,395,1764115200000,Funding,36.47825,,USDT,0.00005,,False,0,,0.09235,,b4e7c053-b437-4e84-a591-448b03054f33,,0,0,UNKNOWN,337215963834,Buy,UNKNOWN,POWRUSDT,,
,0,,-0.00089033,0.00089033,a1fe7514-d2b1-4b6c-9c3a-6e5cd3f98ff1,2.212,16.1,1764115200000,Funding,35.6132,,USDT,-0.000025,,False,0,,2.212,,501b9891-218f-43ab-947e-f3f4f1aa9137,,0,0,UNKNOWN,226280951371,Sell,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.01281993,-0.01281993,5eb448f0-69ec-533f-8a99-54f93f8a9bff,0.09273,395,1764112511859,Trade,36.62835,,USDT,0.00035,,False,0,,0.0926,,2a975ba5-cf79-4731-9820-56deb10125c2,,0.10649,395,Market,337210898926,Buy,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.01253224,-0.01253224,281b0cdf-7b54-5436-8471-30c7c1ab64aa,2.224,16.1,1764112511685,Trade,35.8064,,USDT,0.00035,,False,0,,2.228,,d10a39c3-029f-460c-a4f9-575f80309a2d,,1.894,16.1,Market,226278238185,Sell,UNKNOWN,GASUSDT,,
,200.4,CreateByUser,0.00636942,-0.00636942,3ffee024-dbc1-5b14-88ec-4b046b7e4882,0.09081,200.4,1764088476954,Trade,18.198324,,USDT,0.00035,,False,0,,0.09081,,a26274bf-e79e-401e-9cb1-acd9da10c3a7,,0.08173,200.4,Market,293161005674,Sell,UNKNOWN,SXPUSDT,,
,303,CreateByUser,0.00506177,-0.00506177,0230bed6-b515-5499-b312-745588ea6947,0.04773,303,1764088476779,Trade,14.46219,,USDT,0.00035,,False,0,,0.04773,,b7cb09b8-376d-484e-9c2e-8e37ec9e2524,,0.05488,303,Market,221522144910,Buy,UNKNOWN,CVCUSDT,,
,0,,0.0018036,-0.0018036,ad8b760b-8d06-4333-9492-e91776936ad1,0.09,200.4,1764086400000,Funding,18.036,,USDT,0.0001,,False,0,,0.09,,ebdab478-41d2-423b-89bd-9a904b46cfdd,,0,0,UNKNOWN,293151515117,Buy,UNKNOWN,SXPUSDT,,
,0,,0.01092558,-0.01092558,ae69872c-b764-4be4-a0b9-68b24e5de000,0.04736,303,1764086400000,Funding,14.35008,,USDT,0.000761,,False,0,,0.04736,,85749c29-5daf-4a36-bf56-569d40e576c4,,0,0,UNKNOWN,221516216777,Sell,UNKNOWN,CVCUSDT,,
,247,CreateByUser,0.00640163,-0.00640163,c63af995-5f4b-57a1-82e5-f99632b0db4f,0.07405,247,1764083046623,Trade,18.29035,,USDT,0.00035,,False,0,,0.07401,,9dccfb92-f8a5-4253-8ad4-305e35e6644b,,0.08511,247,Market,226238473655,Buy,UNKNOWN,STEEMUSDT,,
,13,CreateByUser,0.00032569,-0.00032569,d45b0584-0453-564c-bb21-d056d101e503,0.07158,13,1764083046449,Trade,0.93054,,USDT,0.00035,,False,0,,0.07161,,e6edbfb0-161b-43df-b013-5b8ae33affbc,,0.06087,274,Market,337150190421,Sell,UNKNOWN,ONTUSDT,,
,87,CreateByUser,0.00217962,-0.00217962,ea99e108-bdd4-598b-9a74-79a7c5537b29,0.07158,87,1764083046449,Trade,6.22746,,USDT,0.00035,,False,13,,0.07161,,e6edbfb0-161b-43df-b013-5b8ae33affbc,,0.06087,274,Market,337150190421,Sell,UNKNOWN,ONTUSDT,,
,87,CreateByUser,0.00217962,-0.00217962,e5a0044f-51d3-5734-a2e1-958473026c3c,0.07158,87,1764083046449,Trade,6.22746,,USDT,0.00035,,False,100,,0.07161,,e6edbfb0-161b-43df-b013-5b8ae33affbc,,0.06087,274,Market,337150190421,Sell,UNKNOWN,ONTUSDT,,
,87,CreateByUser,0.00217962,-0.00217962,13977f45-a1d3-565b-aeee-d2c52c6c8f6b,0.07158,87,1764083046449,Trade,6.22746,,USDT,0.00035,,False,187,,0.07161,,e6edbfb0-161b-43df-b013-5b8ae33affbc,,0.06087,274,Market,337150190421,Sell,UNKNOWN,ONTUSDT,,
,1210,CreateByUser,0.0046458,-0.0046458,2b7d4feb-a1b1-5370-a3eb-b07d486113b4,0.01097,1210,1764079161630,Trade,13.2737,,USDT,0.00035,,False,0,,0.01096,,3f6321b0-53f7-4c27-ac17-f9ed41b49101,,0.01315,1310,Market,240149135399,Buy,UNKNOWN,ORBSUSDT,,
,100,CreateByUser,0.00038395,-0.00038395,adc3e4c8-0a91-5f54-85f0-5a70c714ef9a,0.01097,100,1764079161630,Trade,1.097,,USDT,0.00035,,False,1210,,0.01096,,3f6321b0-53f7-4c27-ac17-f9ed41b49101,,0.01315,1310,Market,240149135399,Buy,UNKNOWN,ORBSUSDT,,
,1220,CreateByUser,0.0063623,-0.0063623,5d14fef2-793c-5c61-9532-d1721174f4cd,0.0149,1220,1764079161450,Trade,18.178,,USDT,0.00035,,False,0,,0.0149,,ebffc1a5-7464-4c10-a693-bbac38ed4163,,0.01341,1220,Market,266510836621,Sell,UNKNOWN,ARPAUSDT,,
,0,,0.00099627,-0.00099627,e4a5aeec-c376-432e-87b3-72c0c1140d0d,0.07272,274,1764072000000,Funding,19.92528,,USDT,0.00005,,False,0,,0.07272,,74c29e37-14a2-4fa8-8d41-1e6a4219108b,,0,0,UNKNOWN,337119501122,Buy,UNKNOWN,ONTUSDT,,
,0,,-0.00091588,0.00091588,21c46079-4c26-4b14-ba19-92c86ddd2635,0.07416,247,1764072000000,Funding,18.31752,,USDT,-0.00005,,False,0,,0.07416,,d25b0db0-cb3f-411e-9454-a7acba7cb658,,0,0,UNKNOWN,226221050184,Sell,UNKNOWN,STEEMUSDT,,
,0,,-0.00071854,0.00071854,e76e4cf6-98b6-4da9-a077-56a3c4731cb7,0.01097,1310,1764072000000,Funding,14.3707,,USDT,-0.00005,,False,0,,0.01097,,5fd35e72-1d68-46ee-bf6b-b4063df3d660,,0,0,UNKNOWN,240134539015,Sell,UNKNOWN,ORBSUSDT,,
,420,CreateByUser,0.0016758,-0.0016758,11ce3ae6-0b60-554d-9c00-36e3171fd701,0.0114,420,1764069606528,Trade,4.788,,USDT,0.00035,,False,0,,0.01141,,3ff9c37d-c401-41b1-be31-5b72c9d59fce,,0.0097,2920,Market,232264714921,Sell,UNKNOWN,TUSDT,,
,2500,CreateByUser,0.009975,-0.009975,ecfd6836-9dbe-5edb-bca4-beadc741dc00,0.0114,2500,1764069606528,Trade,28.5,,USDT,0.00035,,False,420,,0.01141,,3ff9c37d-c401-41b1-be31-5b72c9d59fce,,0.0097,2920,Market,232264714921,Sell,UNKNOWN,TUSDT,,
,64.3,CreateByUser,0.00931482,-0.00931482,3461cf2d-9c29-52d9-aa46-98c24a0991bf,0.4139,64.3,1764069606354,Trade,26.61377,,USDT,0.00035,,False,0,,0.4133,,4a805bd8-bc25-42f3-b978-859901c6c812,,0.4546,89.7,Market,337115515179,Buy,UNKNOWN,MTLUSDT,,
,25.4,CreateByUser,0.00367958,-0.00367958,6532b606-6d6f-5f1f-b3a2-e1ff1a4ee9ff,0.4139,25.4,1764069606354,Trade,10.51306,,USDT,0.00035,,False,64.3,,0.4133,,4a805bd8-bc25-42f3-b978-859901c6c812,,0.4546,89.7,Market,337115515179,Buy,UNKNOWN,MTLUSDT,,
,11,CreateByUser,0.00035228,-0.00035228,a21a6fe9-1f39-5a20-bc04-618b5ed8c0aa,0.0915,11,1764065690005,Trade,1.0065,,USDT,0.00035,,False,0,,0.09162,,2eeaacaa-7160-49bd-90a0-2f95fc7980aa,,0.07788,203,Market,337109303915,Sell,UNKNOWN,POWRUSDT,,
,192,CreateByUser,0.0061488,-0.0061488,04b4c409-ad46-5fa9-a399-e45bd8eab10a,0.0915,192,1764065690005,Trade,17.568,,USDT,0.00035,,False,11,,0.09162,,2eeaacaa-7160-49bd-90a0-2f95fc7980aa,,0.07788,203,Market,337109303915,Sell,UNKNOWN,POWRUSDT,,
,8.3,CreateByUser,0.00633,-0.00633,f5b5f8a2-4a43-503c-a74e-4ddcc2947f9a,2.179,8.3,1764065689831,Trade,18.0857,,USDT,0.00035,,False,0,,2.179,,a04265c8-b9ed-462c-9285-0e9a955d674e,,2.505,8.3,Market,226215900062,Buy,UNKNOWN,GASUSDT,,
,0,,-0.00045256,0.00045256,49c5b317-f4b1-469a-adaf-51c82bd686ab,2.181,8.3,1764064800000,Funding,18.1023,,USDT,-0.000025,,False,0,,2.181,,97d226ec-cb44-40d8-a177-f07b174b0e86,,0,0,UNKNOWN,226214988706,Sell,UNKNOWN,GASUSDT,,
,0,,0.00083366,-0.00083366,91a047d2-09c6-4aec-95a4-20d5d630eeaa,0.01142,2920,1764064800000,Funding,33.3464,,USDT,0.000025,,False,0,,0.01142,,3e7f06d0-659d-4e93-b2df-2945ae2c2339,,0,0,UNKNOWN,232262093588,Buy,UNKNOWN,TUSDT,,
,0,CreateByUser,0.00699399,-0.00699399,d9c38d08-7c64-50db-afcd-d3bb5347f5bc,0.07293,274,1764064425990,Trade,19.98282,,USDT,0.00035,,False,0,,0.07294,,0cbec2a1-eb85-4419-85fa-340f993a3bd7,,0.08388,274,Market,337107285572,Buy,UNKNOWN,ONTUSDT,,
,0,CreateByUser,0.0064241,-0.0064241,80a0db33-50ff-5dd6-9833-7c7f50da115d,0.07431,247,1764064425817,Trade,18.35457,,USDT,0.00035,,False,0,,0.07439,,b03cc96b-dd68-45bb-917c-445f2ea8aba4,,0.06324,247,Market,226214625976,Sell,UNKNOWN,STEEMUSDT,,
,0,CreateByUser,0.00515191,-0.00515191,b763ce6f-c675-579e-a02e-19ac5eeb698a,0.04858,303,1764057779104,Trade,14.71974,,USDT,0.00035,,False,0,,0.04873,,d77a389a-691c-4024-971c-47545bdb75e2,,0.04143,303,Market,221450731015,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.0064585,-0.0064585,1a1136ba-29b3-5eb8-89c8-f62da91880ae,0.09208,200.4,1764057778933,Trade,18.452832,,USDT,0.00035,,False,0,,0.09207,,a9759499-907d-4836-9ef9-d98268540518,,0.10127,200.4,Market,293052643876,Buy,UNKNOWN,SXPUSDT,,
,199.4,CreateByUser,0.00642417,-0.00642417,46a8ee01-df1b-5917-95e5-7dca74452975,0.09205,199.4,1764057760950,Trade,18.35477,,USDT,0.00035,,False,0,,0.09208,,453b7f45-4d19-4400-886a-32efb4691062,,0.08288,199.4,Market,293052604701,Sell,UNKNOWN,SXPUSDT,,
,308,CreateByUser,0.00524016,-0.00524016,f817fb00-f18d-5751-9313-18e42356588c,0.04861,308,1764057760771,Trade,14.97188,,USDT,0.00035,,False,0,,0.04873,,a05a6068-9647-4a7a-b171-beea41e9e7bc,,0.05603,308,Market,221450695210,Buy,UNKNOWN,CVCUSDT,,
,0,,0.00184342,-0.00184342,9bf132a2-067c-4d5b-af6b-8ed605964eab,0.01511,1220,1764057600000,Funding,18.4342,,USDT,0.0001,,False,0,,0.01511,,ff537fbd-5e0f-475d-86fc-8e677653a02b,,0,0,UNKNOWN,266416260303,Buy,UNKNOWN,ARPAUSDT,,
,0,,0.00091675,-0.00091675,3f08ff00-3b93-47c4-bfc0-cc7d8b889505,0.09032,203,1764057600000,Funding,18.33496,,USDT,0.00005,,False,0,,0.09033,,b8b75418-3754-48fa-9be1-a1d09397e68c,,0,0,UNKNOWN,337094451573,Buy,UNKNOWN,POWRUSDT,,
,0,,0.00083293,-0.00083293,33182319-d7ed-4ceb-90cd-689ea5750b5d,0.01141,2920,1764057600000,Funding,33.3172,,USDT,0.000025,,False,0,,0.01141,,90b788d0-40eb-4258-8696-923910723e02,,0,0,UNKNOWN,232257200779,Buy,UNKNOWN,TUSDT,,
,0,,-0.00073688,0.00073688,7659368a-071d-46b4-a594-bf838d67457d,0.01125,1310,1764057600000,Funding,14.7375,,USDT,-0.00005,,False,0,,0.01124,,0430a1cc-24fa-463b-ac98-0da738f949b9,,0,0,UNKNOWN,240111525150,Sell,UNKNOWN,ORBSUSDT,,
,0,,0.00183847,-0.00183847,049f5d39-cbab-471d-945c-143b0f450d51,0.0922,199.4,1764057600000,Funding,18.38468,,USDT,0.0001,,False,0,,0.0922,,7c0f0972-b982-4408-9101-749bb04bfb79,,0,0,UNKNOWN,293051997305,Buy,UNKNOWN,SXPUSDT,,
,0,,0.01343112,-0.01343112,a22ee9e3-9428-4c6c-a432-8bac2ea55bc0,0.04824,308,1764057600000,Funding,14.85792,,USDT,0.000903,,False,0,,0.04824,,3a45215a-d855-422d-af05-c8a6f202c16f,,0,0,UNKNOWN,221450250304,Sell,UNKNOWN,CVCUSDT,,
,0,,-0.00045194,0.00045194,aa467d93-bf67-4e86-9c68-e12b53872c19,2.178,8.3,1764057600000,Funding,18.0774,,USDT,-0.000025,,False,0,,2.178,,499d92a9-4dd8-48c9-8d85-da3009696187,,0,0,UNKNOWN,226206798683,Sell,UNKNOWN,GASUSDT,,
,0,,-0.003649,0.003649,73a72944-31ab-47d4-934e-d88b99a5e6f5,0.4068,89.7,1764057600000,Funding,36.48996,,USDT,-0.0001,,False,0,,0.4068,,9e87a8f3-dbe8-4163-8859-830d980765f8,,0,0,UNKNOWN,337094451536,Sell,UNKNOWN,MTLUSDT,,
,0,CreateByUser,0.00517333,-0.00517333,5307b060-b3ce-5473-9ea0-8d27dbe8b515,0.04799,308,1764055498618,Trade,14.78092,,USDT,0.00035,,False,0,,0.04802,,4fb16e3f-eda4-479e-a4c3-01850cd3edd4,,0.04082,308,Market,221446184488,Sell,UNKNOWN,CVCUSDT,,
,0,CreateByUser,0.00647442,-0.00647442,02ebeaef-d236-52d2-bbbe-60311e4aeab4,0.09277,199.4,1764055498444,Trade,18.498338,,USDT,0.00035,,False,0,,0.09278,,4b3a4e4a-42e2-439f-8e41-ddb165554351,,0.10205,199.4,Market,293046076236,Buy,UNKNOWN,SXPUSDT,,
,0,CreateByUser,0.00646342,-0.00646342,e0b4327f-4b32-5a8f-b0d7-3ad683d3c3e9,0.09097,203,1764054890454,Trade,18.46691,,USDT,0.00035,,False,0,,0.0909,,7b698398-43d5-497a-a675-d2d89b32a833,,0.10453,203,Market,337089611392,Buy,UNKNOWN,POWRUSDT,,
,0,CreateByUser,0.00637067,-0.00637067,d1e0e22b-47f0-57c7-8e84-0c3a20a4075a,2.193,8.3,1764054890281,Trade,18.2019,,USDT,0.00035,,False,0,,2.195,,2e535467-ed8f-4019-b0d3-f3d7ae85c810,,1.866,8.3,Market,226203553907,Sell,UNKNOWN,GASUSDT,,
,0,CreateByUser,0.0051673,-0.0051673,b5be65ac-f182-5ba1-bbd9-4c3386cc4faa,0.01127,1310,1764053377011,Trade,14.7637,,USDT,0.00035,,False,0,,0.01129,,a2cfbfb9-3cde-4e5d-a07e-a0f62acb7966,,0.00904,1310,Market,240105096002,Sell,UNKNOWN,ORBSUSDT,,
,0,CreateByUser,0.00200298,-0.00200298,67edb793-0465-5cdc-8f0d-1a895fa71672,0.01506,380,1764053376839,Trade,5.7228,,USDT,0.00035,,False,0,,0.01506,,e90a1112-ee43-4e84-9961-42d46ebbc9d7,,0.01656,1220,Market,266397401897,Buy,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.00442764,-0.00442764,fc9ce56e-61a6-5be3-8945-b0c2adfe0670,0.01506,840,1764053376839,Trade,12.6504,,USDT,0.00035,,False,380,,0.01506,,e90a1112-ee43-4e84-9961-42d46ebbc9d7,,0.01656,1220,Market,266397401897,Buy,UNKNOWN,ARPAUSDT,,
